model	deposition_date	method	resolution	distance_mean	distance_median
6uzz	2019-11-16	ELECTRON MICROSCOPY	None	1.5201490674482618	1.5203849656875188
6e0g	2018-07-06	ELECTRON MICROSCOPY	None	1.5198846765566807	1.520318173300758
5wfs	2017-07-12	ELECTRON MICROSCOPY	None	1.5294903920075689	1.5299287200376102
6d8c	2018-04-26	ELECTRON MICROSCOPY	None	1.5227525283035448	1.5230929206034485
6rd9	2019-04-12	ELECTRON MICROSCOPY	None	1.5164405957418197	1.5166772149886933
6qpi	2019-02-14	ELECTRON MICROSCOPY	None	1.5199561824312564	1.5201079160103959
6v35	2019-11-25	ELECTRON MICROSCOPY	None	1.5212382825678659	1.520688353167324
6adl	2018-08-01	ELECTRON MICROSCOPY	None	1.5207184666317843	1.52067817987052
6gb2	2018-04-13	ELECTRON MICROSCOPY	None	1.5240847183549027	1.5242863204801962
5w5e	2017-06-15	ELECTRON MICROSCOPY	None	1.5181319654589922	1.518139338899319
5uz9	2017-02-25	ELECTRON MICROSCOPY	None	1.5211538928051205	1.5211532152651523
6b8h	2017-10-07	ELECTRON MICROSCOPY	None	1.5236354170494628	1.5230965162402907
5nik	2017-03-24	ELECTRON MICROSCOPY	None	1.5208074215624001	1.521635692344606
6nzw	2019-02-14	ELECTRON MICROSCOPY	None	1.5213479658514066	1.521368321286809
5ni1	2017-03-22	ELECTRON MICROSCOPY	None	1.5234663717571102	1.5249284178130282
5v7q	2017-03-20	ELECTRON MICROSCOPY	None	1.5200695821442527	1.5204001316710078
6ji8	2019-02-20	ELECTRON MICROSCOPY	None	1.5205996055846522	1.5209247956625611
6sgc	2019-08-03	ELECTRON MICROSCOPY	None	1.5217151809260503	1.5219730223681731
6qm4	2019-02-01	ELECTRON MICROSCOPY	None	1.5199701950295814	1.5198632250602555
6mrm	2018-10-14	ELECTRON MICROSCOPY	None	1.5180292764737637	1.5175105375235838
6asx	2017-08-25	ELECTRON MICROSCOPY	None	1.5205263259601192	1.5205700378633804
3jbt	2015-10-15	ELECTRON MICROSCOPY	None	1.523231475944149	1.5236414109984386
3jaw	2015-06-30	ELECTRON MICROSCOPY	None	1.5256136649596075	1.5252664748215459
6kuj	2019-09-02	ELECTRON MICROSCOPY	None	1.5216867742676736	1.5218701159790027
6qee	2019-01-07	ELECTRON MICROSCOPY	None	1.520762955547354	1.520970443904249
6ogy	2019-04-03	ELECTRON MICROSCOPY	None	1.5214413634824706	1.5212456216840713
5mz6	2017-01-31	ELECTRON MICROSCOPY	None	1.5220836661727846	1.5221794059488591
6psx	2019-07-14	ELECTRON MICROSCOPY	None	1.5230506628701752	1.5229826033239382
6iyc	2018-12-14	ELECTRON MICROSCOPY	None	1.5202166809841107	1.5202015152215391
6bq1	2017-11-27	ELECTRON MICROSCOPY	None	1.518891814730655	1.5188549108059322
6myy	2018-11-02	ELECTRON MICROSCOPY	None	1.519060245834933	1.5187410357275395
6q97	2018-12-17	ELECTRON MICROSCOPY	None	1.520312258378227	1.520667330891775
6ijj	2018-10-10	ELECTRON MICROSCOPY	None	1.5205587164672438	1.5209504628174817
6qb8	2018-12-20	ELECTRON MICROSCOPY	None	1.522193037947021	1.522229781043818
5gap	2015-12-15	ELECTRON MICROSCOPY	None	1.5256616083593997	1.5256876161833977
6jct	2019-01-30	ELECTRON MICROSCOPY	None	1.5202469460486348	1.5203143672588268
5gah	2015-11-26	ELECTRON MICROSCOPY	None	1.523124736339197	1.5229074121395483
3j9l	2015-02-04	ELECTRON MICROSCOPY	None	1.519016704655855	1.5223223251191609
6jo5	2019-03-20	ELECTRON MICROSCOPY	None	1.52241952796944	1.5227143614364174
6j6h	2019-01-15	ELECTRON MICROSCOPY	None	1.521262072468044	1.5209577898495823
6q5u	2018-12-09	ELECTRON MICROSCOPY	None	1.5207776103099153	1.5206139704470447
6ruo	2019-05-28	ELECTRON MICROSCOPY	None	1.5206160361954395	1.520678146942224
5kip	2016-06-16	ELECTRON MICROSCOPY	None	1.5188937554714754	1.518625607625006
6p62	2019-05-31	ELECTRON MICROSCOPY	None	1.5127366745642288	1.5129591041687922
5t15	2016-08-17	ELECTRON MICROSCOPY	None	1.5197602534682881	1.519756877635127
6dmu	2018-06-05	ELECTRON MICROSCOPY	None	1.5230610097107433	1.5229116847708877
5u70	2016-12-09	ELECTRON MICROSCOPY	None	1.5315369991257355	1.5316447915224483
6oli	2019-04-16	ELECTRON MICROSCOPY	None	1.5192614319289681	1.5191839282484905
6oev	2019-03-27	ELECTRON MICROSCOPY	None	1.5333484934048562	1.534539537080551
5m5y	2016-10-23	ELECTRON MICROSCOPY	None	1.522987428255546	1.5231719926748502
6gfw	2018-05-02	ELECTRON MICROSCOPY	None	1.523250137403991	1.5233983561525801
6fai	2017-12-15	ELECTRON MICROSCOPY	None	1.5256312705424389	1.5269031315047028
5mpp	2016-12-17	ELECTRON MICROSCOPY	None	1.5220297419434197	1.5222878361242231
5o5b	2017-06-01	ELECTRON MICROSCOPY	None	1.519293286115293	1.519422257848972
5wte	2016-12-11	ELECTRON MICROSCOPY	None	1.518363137185154	1.518437186258311
6re1	2019-04-12	ELECTRON MICROSCOPY	None	1.5198689700584904	1.520054002834941
6pk4	2019-06-28	ELECTRON MICROSCOPY	None	1.5201866821071819	1.5206740158870815
6djo	2018-05-25	ELECTRON MICROSCOPY	None	1.5186834487291598	1.5184520126285186
5lze	2016-09-29	ELECTRON MICROSCOPY	None	1.521027181912391	1.5212095389646425
6nf2	2018-12-18	ELECTRON MICROSCOPY	None	1.5192856126816638	1.5191973167444948
6nut	2019-02-01	ELECTRON MICROSCOPY	None	1.5185507688854705	1.5181978710535986
5n8o	2017-02-23	ELECTRON MICROSCOPY	None	1.5206170347463068	1.5207486848747618
6rtb	2019-05-22	ELECTRON MICROSCOPY	None	1.5199380824448618	1.5202714929807182
6esf	2017-10-20	ELECTRON MICROSCOPY	None	1.520044176094088	1.5202163055166071
3j9w	2015-03-16	ELECTRON MICROSCOPY	None	1.5260386922999791	1.5258763203408263
5mre	2016-12-22	ELECTRON MICROSCOPY	None	1.5285185210666579	1.5281300603798909
5vms	2017-04-28	ELECTRON MICROSCOPY	None	1.5247932569044516	1.5248660149177464
5oof	2017-08-07	ELECTRON MICROSCOPY	None	1.5100940869948813	1.5100295577928708
6aj0	2018-08-25	ELECTRON MICROSCOPY	None	1.5197214688971514	1.5197016030901882
6u8a	2019-09-04	ELECTRON MICROSCOPY	None	1.5206365356841565	1.5208049094992828
6uiv	2019-10-01	ELECTRON MICROSCOPY	None	1.521336106785201	1.521065983000858
5wln	2017-07-27	ELECTRON MICROSCOPY	None	1.519067672118774	1.5189991142342045
6bwd	2017-12-14	ELECTRON MICROSCOPY	None	1.520777527294395	1.519964514611337
6jd1	2019-01-30	ELECTRON MICROSCOPY	None	1.5205459776903905	1.5207151875519995
5gad	2015-11-24	ELECTRON MICROSCOPY	None	1.5231424237626197	1.5232782907312439
6o2r	2019-02-24	ELECTRON MICROSCOPY	None	1.5200727948441328	1.520282383858903
6oij	2019-04-09	ELECTRON MICROSCOPY	None	1.5211824934868634	1.521245861384878
6hko	2018-09-07	ELECTRON MICROSCOPY	None	1.5211057144121392	1.5211704784474334
6f2s	2017-11-27	ELECTRON MICROSCOPY	None	1.5264063035756086	1.5259443981934668
6huk	2018-10-08	ELECTRON MICROSCOPY	None	1.5221964761822513	1.522230365833416
6bco	2017-10-20	ELECTRON MICROSCOPY	None	1.5216555904862623	1.5217279180770769
6jt2	2019-04-08	ELECTRON MICROSCOPY	None	1.5229570048146495	1.523078782251277
6v01	2019-11-18	ELECTRON MICROSCOPY	None	1.521418267607232	1.5221809465623881
6c3o	2018-01-10	ELECTRON MICROSCOPY	None	1.5196008305882789	1.519778455440058
6r3q	2019-03-20	ELECTRON MICROSCOPY	None	1.519383037940287	1.5192841052742345
6h25	2018-07-13	ELECTRON MICROSCOPY	None	1.5211702756147505	1.5211991572569832
6spb	2019-09-01	ELECTRON MICROSCOPY	None	1.5190541328549616	1.5192709362873955
6qs6	2019-02-20	ELECTRON MICROSCOPY	None	1.5195561153214145	1.5202341508824238
6ssj	2019-09-08	ELECTRON MICROSCOPY	None	1.5180600964917141	1.51743702157273
6uz3	2019-11-14	ELECTRON MICROSCOPY	None	1.5195366319298427	1.520047857548664
6mru	2018-10-15	ELECTRON MICROSCOPY	None	1.5247382220006716	1.5249199886267664
6o84	2019-03-08	ELECTRON MICROSCOPY	None	1.5205785487390029	1.5206050685700812
6sag	2019-07-16	ELECTRON MICROSCOPY	None	1.5233883370556207	1.5235848577158426
6f1u	2017-11-23	ELECTRON MICROSCOPY	None	1.515053354965207	1.5149521615408836
3jaj	2015-06-16	ELECTRON MICROSCOPY	None	1.5254460486891774	1.5247794210779575
3jb5	2015-07-23	ELECTRON MICROSCOPY	None	1.524807763433402	1.5252390751542508
6rvw	2019-06-03	ELECTRON MICROSCOPY	None	1.517556086630792	1.517908478011561
6gyp	2018-07-01	ELECTRON MICROSCOPY	None	nan	1.5119041478408466
6ddf	2018-05-10	ELECTRON MICROSCOPY	None	1.5221214666177147	1.522264515175487
5an9	2015-09-06	ELECTRON MICROSCOPY	None	1.5279503470186213	1.5281951043489603
6u0n	2019-08-14	ELECTRON MICROSCOPY	None	1.5208570285501346	1.5211015689980252
6mse	2018-10-16	ELECTRON MICROSCOPY	None	1.5212062197934944	1.520950664573535
6nz0	2019-02-12	ELECTRON MICROSCOPY	None	1.523255867209183	1.5243357035791134
6jt0	2019-04-08	ELECTRON MICROSCOPY	None	1.5231731797005208	1.5232858474321076
5xtb	2017-06-18	ELECTRON MICROSCOPY	None	1.5203351465187382	1.5205056576967744
6taq	2019-10-30	ELECTRON MICROSCOPY	None	1.5249322088355892	1.524490773140331
6ebl	2018-08-06	ELECTRON MICROSCOPY	None	1.519005587937946	1.5194190506846867
6qym	2019-03-09	ELECTRON MICROSCOPY	None	1.5188276314352527	1.5188455571491155
6d90	2018-04-27	ELECTRON MICROSCOPY	None	1.5330014661739702	1.5355749011363047
6n2d	2018-11-12	ELECTRON MICROSCOPY	None	1.5231782831131426	1.5234161347180952
6alg	2017-08-07	ELECTRON MICROSCOPY	None	1.5196872089881313	1.519958098840983
6nmi	2019-01-10	ELECTRON MICROSCOPY	None	1.521299422478295	1.5213187534948385
6bm0	2017-11-12	ELECTRON MICROSCOPY	None	1.5207020831697713	1.5207684699115878
3jd0	2016-03-28	ELECTRON MICROSCOPY	None	1.5166017628770558	1.5169554790339683
6qcc	2018-12-27	ELECTRON MICROSCOPY	None	1.521418360862769	1.5214760314864382
6o1u	2019-02-21	ELECTRON MICROSCOPY	None	1.518027925150455	1.5181487748353635
6ref	2019-04-12	ELECTRON MICROSCOPY	None	1.5216079280129797	1.5217689521579214
5oyb	2017-09-08	ELECTRON MICROSCOPY	None	1.5268261980949442	1.5270692394724787
5wpt	2017-08-07	ELECTRON MICROSCOPY	None	1.5201572497200035	1.5199755140757052
6o3h	2019-02-26	ELECTRON MICROSCOPY	None	1.5211610501144053	1.5211685995182465
6nyg	2019-02-11	ELECTRON MICROSCOPY	None	1.5213474015983945	1.521431572756371
6dkf	2018-05-29	ELECTRON MICROSCOPY	None	1.5180961769522545	1.518064371656631
5z10	2017-12-22	ELECTRON MICROSCOPY	None	1.5219441386184345	1.5222591062441155
6k7j	2019-06-07	ELECTRON MICROSCOPY	None	1.5203737237361659	1.5205599392371316
6pns	2019-07-03	ELECTRON MICROSCOPY	None	1.5208028933014854	1.5206958828014736
6h3c	2018-07-18	ELECTRON MICROSCOPY	None	1.5157244291549044	1.5156746477974639
6u88	2019-09-04	ELECTRON MICROSCOPY	None	1.5207458427168479	1.520762251984424
5tx1	2016-11-15	ELECTRON MICROSCOPY	None	1.5237315471752517	1.5245652114985875
3j6q	2014-03-20	ELECTRON MICROSCOPY	None	1.5232830893413136	1.5233023732195399
5w9h	2017-06-23	ELECTRON MICROSCOPY	None	1.5154164879075602	1.5151854038407488
6ucb	2019-09-15	ELECTRON MICROSCOPY	None	1.521718259838683	1.5220607121553207
6rdb	2019-04-12	ELECTRON MICROSCOPY	None	1.5204625546278077	1.5202981068691352
6b23	2017-09-19	ELECTRON MICROSCOPY	None	1.5325028100040055	1.5326074135752865
5ll6	2016-07-26	ELECTRON MICROSCOPY	None	1.528377927883294	1.5285653891299322
6bbj	2017-10-18	ELECTRON MICROSCOPY	None	1.5221476855630423	1.5222632325059766
6n1r	2018-11-10	ELECTRON MICROSCOPY	None	1.5209441159569015	1.5211365435726671
6qx7	2019-03-07	ELECTRON MICROSCOPY	None	1.5221106992540663	1.521721796532232
5ngm	2017-03-18	ELECTRON MICROSCOPY	None	1.5209133862715623	1.5211804216264055
5xth	2017-06-19	ELECTRON MICROSCOPY	None	1.5191241795231738	1.51996171628734
6oya	2019-05-14	ELECTRON MICROSCOPY	None	1.5227324398132658	1.5227733651583844
6r8z	2019-04-02	ELECTRON MICROSCOPY	None	1.517878093620606	1.5182547311357608
6sgz	2019-08-05	ELECTRON MICROSCOPY	None	1.5214814614039647	1.5216692028270777
5xmi	2017-05-15	ELECTRON MICROSCOPY	None	1.5304913548608752	1.5312591451136972
5juo	2016-05-10	ELECTRON MICROSCOPY	None	1.5662314135658142	1.5670366752493519
6pqu	2019-07-10	ELECTRON MICROSCOPY	None	1.5200813210210506	1.5203094094194534
6qmb	2019-02-01	ELECTRON MICROSCOPY	None	1.520515214301297	1.5205008708300913
6ap1	2017-08-16	ELECTRON MICROSCOPY	None	1.520786748027426	1.5191521774033339
6jcv	2019-01-30	ELECTRON MICROSCOPY	None	1.5185542877330556	1.5186607593736619
6q6g	2018-12-11	ELECTRON MICROSCOPY	None	1.520097903491916	1.5200272126663834
5tr1	2016-10-25	ELECTRON MICROSCOPY	None	1.5271887232899055	1.5272558789766149
6rie	2019-04-23	ELECTRON MICROSCOPY	None	1.5217154800344064	1.5216907664908437
6ni3	2018-12-26	ELECTRON MICROSCOPY	None	1.5197829662095466	1.5199746889975811
6h3j	2018-07-18	ELECTRON MICROSCOPY	None	1.519749235652494	1.5196609510093353
5xlr	2017-05-11	ELECTRON MICROSCOPY	None	1.5201520558579003	1.5202940621867544
6dlu	2018-06-02	ELECTRON MICROSCOPY	None	1.5206532209283408	1.5206858783954587
6bx1	2017-12-15	ELECTRON MICROSCOPY	None	1.519409693535907	1.5193217047577399
6aei	2018-08-05	ELECTRON MICROSCOPY	None	1.5226393798291016	1.5226721326653787
6tyi	2019-08-09	ELECTRON MICROSCOPY	None	1.5197631536221923	1.5201213740113788
6qt9	2019-02-22	ELECTRON MICROSCOPY	None	1.5177902940334358	1.517648039561076
6mzu	2018-11-05	ELECTRON MICROSCOPY	None	1.5200620849793824	1.5201659216329542
6cnj	2018-03-08	ELECTRON MICROSCOPY	None	1.5221856377968894	1.5222801339184362
6odi	2019-03-26	ELECTRON MICROSCOPY	None	1.5191199810331522	1.5188967537176703
6i5t	2018-11-14	ELECTRON MICROSCOPY	None	1.5214400013738192	1.5212162258477981
6k1h	2019-05-10	ELECTRON MICROSCOPY	None	1.5211206698932829	1.5215067210112772
6giq	2018-05-15	ELECTRON MICROSCOPY	None	1.520630217351597	1.5205877858955803
6k7m	2019-06-07	ELECTRON MICROSCOPY	None	1.5201196505486083	1.5201726850884945
6ilp	2018-10-19	ELECTRON MICROSCOPY	None	1.5220106815015872	1.5218738779176701
6b9q	2017-10-11	ELECTRON MICROSCOPY	None	1.5183584368546341	1.5183054517954746
6v1z	2019-11-21	ELECTRON MICROSCOPY	None	1.5164196426907903	1.516458315334113
5t0c	2016-08-15	ELECTRON MICROSCOPY	None	1.523105617229497	1.5230298177673114
6hcy	2018-08-17	ELECTRON MICROSCOPY	None	1.519548437600781	1.5195416231810626
6gv4	2018-06-20	ELECTRON MICROSCOPY	None	1.494663563524089	1.4946674284748163
6htx	2018-10-05	ELECTRON MICROSCOPY	None	1.5203193732950202	1.5204654791377283
6j6j	2019-01-15	ELECTRON MICROSCOPY	None	1.5191782242800407	1.5196028905333325
6qem	2019-01-08	ELECTRON MICROSCOPY	None	1.5191533265536783	1.5196152925233537
6qma	2019-02-01	ELECTRON MICROSCOPY	None	1.5222136803082142	1.5222383675979394
5gka	2016-07-04	ELECTRON MICROSCOPY	None	1.5191915356132217	1.5192859173786366
6osm	2019-05-01	ELECTRON MICROSCOPY	None	1.5183396671355227	1.5182229675888583
5lzd	2016-09-29	ELECTRON MICROSCOPY	None	1.5220379303435112	1.5219047582565852
6u84	2019-09-04	ELECTRON MICROSCOPY	None	1.5183778286418304	1.518386198430644
6qv6	2019-03-01	ELECTRON MICROSCOPY	None	1.5194261736150885	1.5195172201318896
5kpx	2016-07-05	ELECTRON MICROSCOPY	None	1.524778550907084	1.5247384896988425
6mhs	2018-09-18	ELECTRON MICROSCOPY	None	1.5207040158439473	1.5208601982354026
6gzq	2018-07-04	ELECTRON MICROSCOPY	None	1.5167319038637987	1.5167422023682096
6b3j	2017-09-22	ELECTRON MICROSCOPY	None	1.5218302190242874	1.5218597967229082
5l8q	2016-06-08	ELECTRON MICROSCOPY	None	1.517147380098039	1.5171921704340623
6hy0	2018-10-18	ELECTRON MICROSCOPY	None	1.5217120877112906	1.5220616451997127
6d6r	2018-04-22	ELECTRON MICROSCOPY	None	1.5199751150701601	1.5202705691897718
6k7l	2019-06-07	ELECTRON MICROSCOPY	None	1.5211348814140053	1.5211453215540616
6rh3	2019-04-18	ELECTRON MICROSCOPY	None	1.5171044812782795	1.5174905309534388
6nxe	2019-02-08	ELECTRON MICROSCOPY	None	1.5318313930237906	1.533164869173782
6co8	2018-03-12	ELECTRON MICROSCOPY	None	1.5195890741091134	1.5196079384225896
6i9e	2018-11-23	ELECTRON MICROSCOPY	None	1.520348412726412	1.5204895461889552
6cnk	2018-03-08	ELECTRON MICROSCOPY	None	1.5216235942220762	1.5216935737981983
3j7x	2014-08-12	ELECTRON MICROSCOPY	None	1.5260579509462169	1.526186182916542
6nby	2018-12-10	ELECTRON MICROSCOPY	None	1.5216888569757683	1.5216894613343563
6ee8	2018-08-13	ELECTRON MICROSCOPY	None	1.519804898431412	1.519942466751805
6n8n	2018-11-29	ELECTRON MICROSCOPY	None	1.5209430771350472	1.5209314889987267
6qct	2018-12-30	ELECTRON MICROSCOPY	None	1.5209679900126067	1.5212873288148925
6hma	2018-09-12	ELECTRON MICROSCOPY	None	1.517009562055274	1.5171673664057004
6qzp	2019-03-12	ELECTRON MICROSCOPY	None	1.5218527031556888	1.521945959330666
6d04	2018-04-10	ELECTRON MICROSCOPY	None	1.5213167921774733	1.5213449609697283
5flx	2015-10-28	ELECTRON MICROSCOPY	None	1.5228215138929408	1.5231653589381469
6nyy	2019-02-12	ELECTRON MICROSCOPY	None	nan	1.5188453704295204
5osg	2017-08-17	ELECTRON MICROSCOPY	None	1.5080382010973306	1.5068010498795998
6ric	2019-04-23	ELECTRON MICROSCOPY	None	1.5212354779373587	1.5212764901349871
6duz	2018-06-22	ELECTRON MICROSCOPY	None	1.5209972761106738	1.5209887461154243
5w3o	2017-06-08	ELECTRON MICROSCOPY	None	1.5199775254255905	1.5199532477548605
6crw	2018-03-19	ELECTRON MICROSCOPY	None	1.5209050480361388	1.5207728320294387
6rdg	2019-04-12	ELECTRON MICROSCOPY	None	1.521259044522715	1.521433921088819
3j89	2014-10-07	ELECTRON MICROSCOPY	None	1.5045906051201046	1.5029312179387635
6j6i	2019-01-15	ELECTRON MICROSCOPY	None	1.5209451712387168	1.5207422000552222
6kac	2019-06-21	ELECTRON MICROSCOPY	None	1.5196244829057948	1.5198895284390397
5vya	2017-05-24	ELECTRON MICROSCOPY	None	1.5124273211692323	1.5126913430316868
6e7y	2018-07-27	ELECTRON MICROSCOPY	None	1.5233799813031468	1.5232304724298875
6d05	2018-04-10	ELECTRON MICROSCOPY	None	1.520656846949318	1.5206604502284073
6ave	2017-09-02	ELECTRON MICROSCOPY	None	1.5184788653818226	1.518572712052407
6qk7	2019-01-28	ELECTRON MICROSCOPY	None	1.523174062543094	1.523276560036757
6djy	2018-05-27	ELECTRON MICROSCOPY	None	1.519314110223494	1.519236180151342
6gaz	2018-04-13	ELECTRON MICROSCOPY	None	1.5243873014208482	1.5251254376169374
5fn1	2015-11-10	ELECTRON MICROSCOPY	None	1.5338323593502825	1.5343008330643337
6sjf	2019-08-13	ELECTRON MICROSCOPY	None	1.5235237091339136	1.5237751895400753
6nbh	2018-12-07	ELECTRON MICROSCOPY	None	1.5300476215315209	1.5306558613854377
6o0z	2019-02-17	ELECTRON MICROSCOPY	None	1.5217259639100142	1.5219348828640942
6omc	2019-04-18	ELECTRON MICROSCOPY	None	1.523938749991718	1.5243707091505945
5t2c	2016-08-23	ELECTRON MICROSCOPY	None	1.5203607380015465	1.521556246710234
6nil	2018-12-29	ELECTRON MICROSCOPY	None	1.5256530212547612	1.5259189607437929
6jb3	2019-01-25	ELECTRON MICROSCOPY	None	1.5232429127874512	1.5235305305343738
5syc	2016-08-10	ELECTRON MICROSCOPY	None	nan	1.5087969666198107
6ofe	2019-03-29	ELECTRON MICROSCOPY	None	1.520316565427243	1.5204727484192424
6qus	2019-02-28	ELECTRON MICROSCOPY	None	1.5192834643412894	1.519452349979942
6gtf	2018-06-18	ELECTRON MICROSCOPY	None	1.5206004535153137	1.5212131042616248
6tz2	2019-08-09	ELECTRON MICROSCOPY	None	1.5203027302550955	1.5203294960316238
6gxm	2018-06-27	ELECTRON MICROSCOPY	None	1.5240160288081854	1.5241415092035617
6cm9	2018-03-03	ELECTRON MICROSCOPY	None	1.5209180583258248	1.521113360793433
5uym	2017-02-24	ELECTRON MICROSCOPY	None	1.5261407219708474	1.5255935318927156
5z9w	2018-02-05	ELECTRON MICROSCOPY	None	1.5226541490546701	1.5227080321359043
6ohw	2019-04-07	ELECTRON MICROSCOPY	None	1.5078047905843728	1.508347371333638
6muv	2018-10-23	ELECTRON MICROSCOPY	None	1.5195918285501775	1.519512079554305
3j7n	2014-07-18	ELECTRON MICROSCOPY	None	1.511721528205383	1.5120114699152722
3ja1	2015-03-30	ELECTRON MICROSCOPY	None	1.5139012548274342	1.5136126781432309
3jad	2015-06-08	ELECTRON MICROSCOPY	None	1.5252871064711142	1.5256985858419194
3j6j	2014-03-13	ELECTRON MICROSCOPY	None	1.522540999948507	1.5226485042135625
6spe	2019-09-01	ELECTRON MICROSCOPY	None	1.5197419373494414	1.519872503356377
6c4i	2018-01-12	ELECTRON MICROSCOPY	None	1.5261239236677593	1.5269311985093013
6qw6	2019-03-05	ELECTRON MICROSCOPY	None	1.5199561175527598	1.520017021725749
6coz	2018-03-13	ELECTRON MICROSCOPY	None	1.5211782211991371	1.5218809299535578
6k3i	2019-05-19	ELECTRON MICROSCOPY	None	1.5209546245077772	1.521004986813535
6rm3	2019-05-05	ELECTRON MICROSCOPY	None	1.5213252145049732	1.521404079686149
6cnm	2018-03-08	ELECTRON MICROSCOPY	None	1.5207034847840808	1.5211727842275171
6se6	2019-07-29	ELECTRON MICROSCOPY	None	1.5183694023506267	1.5183555843162055
6iaw	2018-11-27	ELECTRON MICROSCOPY	None	1.519250830539828	1.518976488980986
6sfx	2019-08-02	ELECTRON MICROSCOPY	None	1.516827797557413	1.5167688776705912
6p7v	2019-06-06	ELECTRON MICROSCOPY	None	1.5183534173500781	1.5182700070473807
6adm	2018-08-01	ELECTRON MICROSCOPY	None	1.5195372718166953	1.519667314110606
5tfy	2016-09-27	ELECTRON MICROSCOPY	None	1.5202407969749248	1.5205524391575453
5w0s	2017-05-31	ELECTRON MICROSCOPY	None	1.5192411791455758	1.5197233214899628
6crs	2018-03-19	ELECTRON MICROSCOPY	None	1.518940956415166	1.5188425095670313
6pev	2019-06-21	ELECTRON MICROSCOPY	None	1.51991021628268	1.5197780174018138
6rdm	2019-04-12	ELECTRON MICROSCOPY	None	1.520883623047964	1.5210640295489526
5xlo	2017-05-11	ELECTRON MICROSCOPY	None	1.520917345893127	1.5210197113952741
6npy	2019-01-18	ELECTRON MICROSCOPY	None	1.5209303789861996	1.5208223717653369
6kiu	2019-07-20	ELECTRON MICROSCOPY	None	1.52239894756315	1.5224827003184787
3jah	2015-06-10	ELECTRON MICROSCOPY	None	1.5249206429547242	1.525307802969785
6qpc	2019-02-13	ELECTRON MICROSCOPY	None	1.5201247848540265	1.520356340575698
6s0z	2019-06-18	ELECTRON MICROSCOPY	None	1.5196706885839315	1.5199423067511568
6ugd	2019-09-26	ELECTRON MICROSCOPY	None	1.5224943643390803	1.5225044751074615
6nr3	2019-01-22	ELECTRON MICROSCOPY	None	1.5224894971762932	1.5224733667516626
6mpg	2018-10-06	ELECTRON MICROSCOPY	None	1.5217727420007325	1.5217350358011874
6tau	2019-10-30	ELECTRON MICROSCOPY	None	1.5252140599670063	1.5244745653499514
6az0	2017-09-09	ELECTRON MICROSCOPY	None	1.519903779068554	1.5201167529114585
6t4q	2019-10-14	ELECTRON MICROSCOPY	None	1.5204289954115224	1.5205362795573336
5uyk	2017-02-24	ELECTRON MICROSCOPY	None	1.5282061906470943	1.5270786132253418
6dzz	2018-07-05	ELECTRON MICROSCOPY	None	1.522970193989374	1.5230606000292979
5w9i	2017-06-23	ELECTRON MICROSCOPY	None	1.5177718214255977	1.51696794200362
5lkh	2016-07-22	ELECTRON MICROSCOPY	None	1.4980139676564352	1.497993520230756
6kkr	2019-07-27	ELECTRON MICROSCOPY	None	1.5220869574822602	1.522089912990881
5iyc	2016-03-24	ELECTRON MICROSCOPY	None	1.5243143522782137	1.5259503794906224
6u5o	2019-08-28	ELECTRON MICROSCOPY	None	1.5225402590075436	1.5227241383815466
6eu3	2017-10-27	ELECTRON MICROSCOPY	None	1.5236812936376212	1.5234303274811114
6r84	2019-03-31	ELECTRON MICROSCOPY	None	1.5198759514461513	1.5201625226727835
6rfr	2019-04-16	ELECTRON MICROSCOPY	None	1.5207364290457837	1.5208940162511149
5zz8	2018-05-31	ELECTRON MICROSCOPY	None	1.5175345824023299	1.5178158020402233
6hu9	2018-10-05	ELECTRON MICROSCOPY	None	1.5201618291993815	1.520303854848478
6pes	2019-06-20	ELECTRON MICROSCOPY	None	1.516780974114639	1.5163471989599357
6rjg	2019-04-26	ELECTRON MICROSCOPY	None	1.5215273191659942	1.5216482260883897
5wlc	2017-07-26	ELECTRON MICROSCOPY	None	1.519995453188441	1.5202767537125261
6f40	2017-11-29	ELECTRON MICROSCOPY	None	1.52327720972595	1.52328722568731
6mph	2018-10-06	ELECTRON MICROSCOPY	None	1.520116236329321	1.5202228621222804
6o7i	2019-03-07	ELECTRON MICROSCOPY	None	1.5193001021839443	1.519526708165248
6p5i	2019-05-30	ELECTRON MICROSCOPY	None	1.5327977437665048	1.5337609628567173
6gve	2018-06-20	ELECTRON MICROSCOPY	None	1.5174642951675892	1.5175207158960773
6g1k	2018-03-21	ELECTRON MICROSCOPY	None	1.5205360961219037	1.5204629639105371
5ooe	2017-08-07	ELECTRON MICROSCOPY	None	1.5103254701425357	1.5100918598147492
6ppd	2019-07-06	ELECTRON MICROSCOPY	None	1.5211897572920503	1.5212979512478995
6jpa	2019-03-26	ELECTRON MICROSCOPY	None	1.520080025118201	1.5207863654170117
6eit	2017-09-19	ELECTRON MICROSCOPY	None	1.5199996591043414	1.519942031057816
6hrf	2018-09-26	ELECTRON MICROSCOPY	None	1.5181655645804502	1.5178503154378649
5z3o	2018-01-08	ELECTRON MICROSCOPY	None	1.5226381709323535	1.5228261031973611
6qcs	2018-12-30	ELECTRON MICROSCOPY	None	1.521106514075546	1.5213254025610308
5xyi	2017-07-08	ELECTRON MICROSCOPY	None	1.529252201519084	1.5299142812954911
6p4k	2019-05-27	ELECTRON MICROSCOPY	None	1.5182968764112263	1.5190723448814458
