model	date	method	resolution	distance_mean	distance_median
7fd1FH_A	1998-12-11	x-ray diffraction	1.3	1.5209120819073978	1.5199415853447595
1ox0FH_A	2003-03-31	x-ray diffraction	1.3	1.5277793678456126	1.5272169259975694
3l84FH_A	2009-12-29	x-ray diffraction	1.36	1.5218826107759946	1.5220509479489976
3p9cFH_A	2010-10-17	x-ray diffraction	1.8	1.525754269819994	1.5263714776059363
2ez9FH_A	2005-11-10	x-ray diffraction	1.6	1.5274313932272585	1.527578769502218
2ao9FH_D	2005-08-12	x-ray diffraction	1.9	1.5305103111507974	1.5300474720206922
1t0fFH_C	2004-04-08	x-ray diffraction	1.85	1.5259268790862233	1.5253554825103726
2q12FH_A	2007-05-23	x-ray diffraction	1.79	1.52946517910208	1.5304226809527695
1yt3FH_A	2005-02-09	x-ray diffraction	1.6	1.5246888479823102	1.5249188528744584
2qrrFH_B	2007-07-28	x-ray diffraction	1.71	1.5232648263932906	1.5232513334287818
1jhfFH_A	2001-06-27	x-ray diffraction	1.8	1.5296181998139924	1.529286419854968
2a9sFH_A	2005-07-12	x-ray diffraction	1.75	1.5295032415481744	1.5285358841220662
1eejFH_B	2000-01-31	x-ray diffraction	1.9	1.5251160338663838	1.5251122728586746
1p5vFH_A	2003-04-28	x-ray diffraction	1.7	1.527162915652938	1.5262252682005846
3kruFH_A	2009-11-19	x-ray diffraction	1.6	1.5283533549587232	1.5285984516337996
2iwnFH_A	2006-07-03	x-ray diffraction	1.35	1.523559077389304	1.523737701869756
1k07FH_A	2001-09-18	x-ray diffraction	1.65	1.5251986401474047	1.5249990452462294
3biqFH_A	2007-11-30	x-ray diffraction	1.73	1.5283374548005308	1.529090271003493
1ofwFH_A	2003-04-22	x-ray diffraction	1.5	nan	1.5212132264807623
3gd6FH_A	2009-02-23	x-ray diffraction	1.6	1.5244694660608813	1.52463312386151
3o4rFH_B	2010-07-27	x-ray diffraction	1.7	1.5281496887415447	1.5281363275209077
3po0FH_A	2010-11-21	x-ray diffraction	1.55	1.5225916547394915	1.522674998971039
1fuxFH_A	2000-09-18	x-ray diffraction	1.81	1.5246409206033738	1.5231154508443643
3hsyFH_A	2009-06-11	x-ray diffraction	1.75	1.523896601834065	1.5239587902362062
3oruFH_A	2010-09-07	x-ray diffraction	1.11	1.5223415024218543	1.5220197299052811
3lxpFH_A	2010-02-25	x-ray diffraction	1.65	1.5272473907664106	1.5279018579741674
2r8qFH_A	2007-09-11	x-ray diffraction	1.5	1.5252300380473445	1.525368276662456
2xfrFH_A	2010-05-28	x-ray diffraction	0.97	1.5282776755537693	1.5283885397112442
1zm8FH_A	2005-05-10	x-ray diffraction	1.9	1.52511050888823	1.525105337469495
2j8mFH_A	2006-10-26	x-ray diffraction	1.44	1.5238760806099187	1.5235077095400356
1zgkFH_A	2005-04-21	x-ray diffraction	1.35	1.5187554153396705	1.5185662250899288
3hxlFH_A	2009-06-20	x-ray diffraction	1.9	1.5241000173822792	1.5244196625372073
1umdFH_C	2003-09-25	x-ray diffraction	1.9	1.5259516450150048	1.5262324083141083
3cjdFH_A	2008-03-12	x-ray diffraction	1.79	1.5325008804842757	1.533089299014555
2npnFH_A	2006-10-27	x-ray diffraction	1.6	1.526407337667646	1.526123810536078
3n08FH_A	2010-05-13	x-ray diffraction	1.25	1.5216429787363253	1.5214157670919564
1tcvFH_C	2004-05-21	x-ray diffraction	1.75	1.5239912565855627	1.523815281828771
2hfkFH_A	2006-06-24	x-ray diffraction	1.79	1.5286741233678058	1.5287011772793742
3bb0FH_A	2007-11-09	x-ray diffraction	1.5	1.5273409650038743	1.5277032054350725
2wu9FH_A	2009-10-01	x-ray diffraction	1.5	1.5238811012829803	1.524504371402745
2oynFH_A	2007-02-22	x-ray diffraction	1.85	1.5252127032917737	1.5247081113895105
1pg4FH_B	2003-05-27	x-ray diffraction	1.75	1.5244994540536834	1.524778205487519
3b7cFH_A	2007-10-30	x-ray diffraction	1.7	1.5248504609756233	1.5254858121166504
2pveFH_B	2007-05-09	x-ray diffraction	0.79	1.5198559670423095	1.5191642084795243
1ly2FH_A	2002-06-06	x-ray diffraction	1.8	1.5269893723826133	1.5273182295431629
1zhqFH_A	2005-04-26	x-ray diffraction	1.9	1.5234523617006692	1.5230580203695436
3e58FH_A	2008-08-13	x-ray diffraction	1.86	1.5298653870798762	1.5301462380086162
1qqpFH_1	1999-05-20	x-ray diffraction	1.9	1.5300766371659227	1.53013202392646
3b5oFH_A	2007-10-26	x-ray diffraction	1.35	1.5266743272768686	1.5259215808301143
2igiFH_A	2006-09-22	x-ray diffraction	1.7	1.524230525478599	1.5249016581069423
3f44FH_A	2008-10-31	x-ray diffraction	1.55	1.5269776427444643	1.527139372730574
1pucFH_A	1995-12-08	x-ray diffraction	1.95	1.523841588532129	1.5242278194615257
2vtfFH_B	2008-05-14	x-ray diffraction	1.79	1.5247686329913477	1.5249477215279237
3co8FH_A	2008-03-27	x-ray diffraction	1.7	1.5266588663334957	1.5268959708982628
3p3vFH_B	2010-10-05	x-ray diffraction	1.65	1.526516900752602	1.5261253803112864
3nxqFH_A	2010-07-14	x-ray diffraction	1.99	1.529337368765669	1.5297339029937433
2qfeFH_A	2007-06-27	x-ray diffraction	1.45	1.5158637982783942	1.5162704472131034
1ss4FH_B	2004-03-23	x-ray diffraction	1.84	1.5226603616154422	1.5230957958875178
2erfFH_A	2005-10-24	x-ray diffraction	1.45	1.5230973530336092	1.5239038265107234
1ryoFH_A	2003-12-22	x-ray diffraction	1.2	1.52527464750345	1.5258215672829678
2woyFH_A	2009-07-31	x-ray diffraction	1.5	1.5233545753622781	1.5237744856960607
1daaFH_B	1995-06-09	x-ray diffraction	1.94	1.5236056325919067	1.5233439611115198
2o3hFH_A	2006-12-01	x-ray diffraction	1.9	1.5245461845937411	1.52530194532383
3jr0FH_B	2009-09-08	x-ray diffraction	1.02	1.5219869795144052	1.5222867495836638
2zuvFH_B	2008-10-28	x-ray diffraction	1.85	1.5268961100404346	1.5269866856644547
2xz2FH_A	2010-11-22	x-ray diffraction	1.4	1.5307477994041723	1.5327140069147198
3gqqFH_A	2009-03-24	x-ray diffraction	1.95	1.5248682419009205	1.5250911636682871
2bm3FH_A	2005-03-09	x-ray diffraction	1.8	1.5245183192896383	1.5244798635667063
3kk4FH_B	2009-11-04	x-ray diffraction	1.95	1.5287105396537348	1.5288071274156878
2g2sFH_A	2006-02-16	x-ray diffraction	1.2	1.5191666205676584	1.5204890666610298
1ds1FH_A	2000-01-06	x-ray diffraction	1.08	1.5211026651690298	1.5206308824331305
2it1FH_A	2006-10-18	x-ray diffraction	1.94	1.524404392298925	1.524853253733041
2hf9FH_A	2006-06-23	x-ray diffraction	1.9	1.5278955784918289	1.5282050057168655
3c3pFH_C	2008-01-28	x-ray diffraction	1.9	1.5211232436292759	1.521005180629297
2o5fFH_B	2006-12-05	x-ray diffraction	1.9	1.5251111681449772	1.524777175833762
3jtwFH_A	2009-09-14	x-ray diffraction	1.9	1.5251839230009234	1.5268787369077588
3d79FH_A	2008-05-20	x-ray diffraction	1.73	1.5266647729225808	1.5267905719464137
1uedFH_A	2003-05-11	x-ray diffraction	1.9	1.5290202377801332	1.5288720902967903
3hhpFH_D	2009-05-15	x-ray diffraction	1.45	1.5252704883811645	1.5251828937242595
1r89FH_A	2003-10-23	x-ray diffraction	1.8	1.527337857449625	1.5274056775057752
3djlFH_A	2008-06-23	x-ray diffraction	1.7	1.5297656725482318	1.5300821096845274
3gwiFH_A	2009-04-01	x-ray diffraction	1.6	1.524891091867699	1.5256476322558041
3dwvFH_B	2008-07-23	x-ray diffraction	1.41	1.5223540844593137	1.5219861319338017
1iibFH_B	1996-12-23	x-ray diffraction	1.8	1.5286268611722855	1.5296289675868082
3a72FH_A	2009-09-11	x-ray diffraction	1.04	1.519225783129473	1.5191159444320779
3gfvFH_A	2009-02-27	x-ray diffraction	1.75	1.5256000833792536	1.5252788286631382
1yc9FH_A	2004-12-22	x-ray diffraction	1.8	1.5263056724394692	1.5261735811953996
3mt6FH_D	2010-04-30	x-ray diffraction	1.9	1.5243673946217902	1.5248121897899622
3m7qFH_B	2010-03-17	x-ray diffraction	1.7	1.5275445778220649	1.5279870382119531
2zw2FH_A	2008-11-27	x-ray diffraction	1.55	1.5221872858343348	1.522083491693516
2q35FH_A	2007-05-29	x-ray diffraction	1.65	1.5263517644947786	1.5273016665699974
2wt4FH_A	2009-09-11	x-ray diffraction	1.8	1.5305456665817383	1.5309051519570516
3efyFH_A	2008-09-10	x-ray diffraction	1.7	1.527092111069952	1.525910277402972
3f2zFH_A	2008-10-30	x-ray diffraction	1.3	1.52325083947022	1.5230107216634092
3igzFH_B	2009-07-29	x-ray diffraction	1.9	1.5276325818464573	1.527371049100173
2bh8FH_B	2005-01-07	x-ray diffraction	1.9	1.5183104494234472	1.5192351971741112
3m70FH_A	2010-03-16	x-ray diffraction	1.95	1.5250977188373718	1.5254605396615915
3frqFH_A	2009-01-08	x-ray diffraction	1.76	1.5293185446854458	1.5301365497865227
3oc7FH_A	2010-08-09	x-ray diffraction	1.5	1.5399127608394894	1.5396802347107985
2p45FH_B	2007-03-11	x-ray diffraction	1.1	1.508953574516791	1.508572614209057
3llxFH_A	2010-01-29	x-ray diffraction	1.5	1.5256060007122128	1.5252393618002351
1j83FH_A	2001-05-20	x-ray diffraction	1.7	1.5238113474114776	1.5242798519027234
2e1vFH_B	2006-10-28	x-ray diffraction	1.8	1.5273907552795292	1.527712887289705
3emwFH_A	2008-09-25	x-ray diffraction	1.8	1.5273138363976437	1.5269473143392043
2oyaFH_B	2007-02-21	x-ray diffraction	1.77	1.5244857059672292	1.525126316161615
1n7sFH_A	2002-11-16	x-ray diffraction	1.45	1.5244269085807427	1.5244318544572149
1w8uFH_A	2004-09-28	x-ray diffraction	1.3	1.5167831408484789	1.5167036395139168
2x1bFH_A	2010-01-06	x-ray diffraction	1.8	1.5237748837927068	1.523050286693291
2igvFH_A	2006-09-25	x-ray diffraction	1.67	1.5236330346627496	1.5231009323146438
3ebhFH_A	2008-08-27	x-ray diffraction	1.65	1.5270829813751394	1.5274979833369104
1basFH_A	1992-09-29	x-ray diffraction	1.9	1.5246978000484002	1.524186905483422
3bv6FH_D	2008-01-04	x-ray diffraction	1.8	1.527865636282352	1.527559826037654
1a2pFH_B	1998-01-07	x-ray diffraction	1.5	1.5222555888968432	1.521129682241636
1qw2FH_A	2003-08-30	x-ray diffraction	1.5	1.5218901699363645	1.5226051149684015
3c0iFH_A	2008-01-20	x-ray diffraction	1.85	1.5273166804953686	1.5272542374624494
2q3hFH_A	2007-05-30	x-ray diffraction	1.73	1.5246450867935015	1.5257338222463541
1guiFH_A	2002-01-27	x-ray diffraction	1.9	1.5351614555936048	1.5348877014640494
3f4mFH_A	2008-11-01	x-ray diffraction	1.7	1.5253222631681131	1.5250746892095992
1qcsFH_A	1999-05-14	x-ray diffraction	1.9	1.5268284246709025	1.5266278261691317
1xmkFH_A	2004-10-03	x-ray diffraction	0.97	1.527896237790525	1.5281057780010416
1w6sFH_D	2004-08-23	x-ray diffraction	1.2	nan	1.5281907138366502
1b8pFH_A	1999-02-02	x-ray diffraction	1.9	1.5267722921896751	1.5264180518758752
1uc4FH_G	2003-04-08	x-ray diffraction	1.8	1.526420331713806	1.5261272187415094
1m45FH_A	2002-07-02	x-ray diffraction	1.65	1.5235852650260502	1.5238613008653537
1uheFH_A	2003-07-01	x-ray diffraction	1.55	1.522419556237254	1.5230382616546496
1u11FH_A	2004-07-14	x-ray diffraction	1.55	1.5247846253873873	1.5256568207162335
1m7sFH_D	2002-07-22	x-ray diffraction	1.8	1.5251952822171386	1.5242380045495825
1xovFH_A	2004-10-07	x-ray diffraction	1.8	1.5220317936242995	1.5218155826834052
3ctkFH_A	2008-04-14	x-ray diffraction	1.8	1.525692140747846	1.5260247671161635
3mvrFH_A	2010-05-04	x-ray diffraction	1.76	1.52759672355711	1.527908237059807
2ad6FH_D	2005-07-20	x-ray diffraction	1.5	1.524567624373591	1.5251411269106392
2wvxFH_C	2009-10-21	x-ray diffraction	1.9	1.5269849399074493	1.5268951401176918
2wqkFH_A	2009-08-23	x-ray diffraction	1.5	1.5272089150646035	1.526697030804577
2y88FH_A	2011-02-03	x-ray diffraction	1.33	1.5124059691676093	1.512738741241754
3fhwFH_B	2008-12-10	x-ray diffraction	1.9	1.5239424298563244	1.523794237477505
1ulrFH_A	2003-09-16	x-ray diffraction	1.3	1.5160562908687094	1.5181982333866406
2dc3FH_A	2005-12-21	x-ray diffraction	1.68	1.5246678576350539	1.524875899392916
3kv0FH_A	2009-11-28	x-ray diffraction	1.9	1.5293346059293706	1.5291169827970725
2nwhFH_A	2006-11-14	x-ray diffraction	1.86	1.5289081177035126	1.5291542023281062
2ibdFH_A	2006-09-11	x-ray diffraction	1.5	1.527559574530734	1.526880232621794
1v55FH_L	2003-11-21	x-ray diffraction	1.9	1.526997222795775	1.52805563011783
3deoFH_A	2008-06-10	x-ray diffraction	1.5	1.5280892756266902	1.527794072582496
3dyjFH_A	2008-07-28	x-ray diffraction	1.85	1.5307720313089244	1.530101722919436
3qp4FH_A	2011-02-11	x-ray diffraction	1.55	1.5254440307133523	1.5262003193004015
3cuiFH_A	2008-04-16	x-ray diffraction	1.5	1.5264663695213154	1.5269269103502363
3akbFH_A	2010-07-09	x-ray diffraction	1.5	1.5276748647672513	1.5275413976115426
2cgqFH_A	2006-03-09	x-ray diffraction	1.83	1.5244694639533825	1.5226556657641477
1kmtFH_A	2001-12-17	x-ray diffraction	1.3	1.5223416961614853	1.5225536200795688
3e39FH_B	2008-08-06	x-ray diffraction	1.7	1.5277584572320728	1.5287676347761228
1olmFH_C	2003-08-08	x-ray diffraction	1.95	nan	1.5275690858442692
1qgiFH_A	1999-04-28	x-ray diffraction	1.6	1.5264192902609575	1.5264963136562906
1y7pFH_B	2004-12-09	x-ray diffraction	1.9	1.5236156573514477	1.5241353476242125
2jlqFH_A	2008-09-15	x-ray diffraction	1.67	1.5252916263453429	1.5257426804142704
3i6yFH_A	2009-07-07	x-ray diffraction	1.75	1.5291015078615813	1.528717272431869
1mg7FH_B	2002-08-14	x-ray diffraction	1.55	1.5232773073537258	1.5238830792068727
3mxuFH_A	2010-05-07	x-ray diffraction	1.8	1.526954851072606	1.52651725784238
3k7pFH_B	2009-10-13	x-ray diffraction	1.4	1.5283550597990772	1.528924474200878
1e5mFH_A	2000-07-27	x-ray diffraction	1.54	1.5231499460444364	1.5237966397335443
3jrvFH_A	2009-09-09	x-ray diffraction	1.6	1.5289791296882411	1.5290084686048655
1dypFH_A	2000-02-04	x-ray diffraction	1.54	1.5211297809701407	1.5216788262877112
1t0tFH_X	2004-04-12	x-ray diffraction	1.75	1.5196652730783444	1.5191624062975524
3oxpFH_A	2010-09-21	x-ray diffraction	1.2	1.5258162976841134	1.5248488385919083
1lqxFH_A	2002-05-14	x-ray diffraction	1.8	1.5242401490571442	1.524743330041674
1y42FH_X	2004-11-29	x-ray diffraction	1.95	1.5263856287092896	1.5269048799868679
3nvtFH_B	2010-07-08	x-ray diffraction	1.95	1.5275305173483007	1.5280671335643037
3afiFH_B	2010-03-02	x-ray diffraction	1.75	1.5272469296055666	1.5268569937016867
3gkrFH_A	2009-03-11	x-ray diffraction	1.6	1.5245699105987902	1.5238820532087554
2whlFH_A	2009-05-05	x-ray diffraction	1.4	1.528889762358547	1.528729542133424
2qmcFH_A	2007-07-15	x-ray diffraction	1.55	1.5259554476511383	1.526498607367017
3lfjFH_B	2010-01-17	x-ray diffraction	1.56	1.5237238912388982	1.5238833851930054
2z7fFH_I	2007-08-20	x-ray diffraction	1.7	1.5256887020456815	1.5255626041632169
2zpmFH_A	2008-07-17	x-ray diffraction	0.98	1.5184399305394036	1.5227142520205033
2jayFH_A	2006-11-30	x-ray diffraction	1.99	1.5276831783092608	1.5285380937895798
1ugpFH_A	2003-06-17	x-ray diffraction	1.63	1.5253864831844088	1.5256280512901248
3f4aFH_A	2008-10-31	x-ray diffraction	1.8	1.527686143041006	1.5264593658259966
3o8mFH_A	2010-08-03	x-ray diffraction	1.42	1.5294643709758413	1.530700280611666
2qimFH_A	2007-07-05	x-ray diffraction	1.35	1.521021942420725	1.520480613548661
3lz5FH_A	2010-03-01	x-ray diffraction	0.95	nan	1.5242261638478598
3cgxFH_A	2008-03-06	x-ray diffraction	1.9	1.5262604927875836	1.5249719896360656
2pgoFH_A	2007-04-10	x-ray diffraction	1.26	1.527941055063998	1.5289434731279068
3aciFH_A	2010-01-04	x-ray diffraction	1.6	1.5196841981615568	1.5205800036902797
1qj5FH_B	1999-06-21	x-ray diffraction	1.8	1.5234811210553696	1.5233820158305151
1wa3FH_A	2004-10-22	x-ray diffraction	1.9	1.5264086758801076	1.526081693994401
1p0fFH_B	2003-04-10	x-ray diffraction	1.8	1.5242865202371065	1.5246635967497801
1iyeFH_C	2002-08-07	x-ray diffraction	1.82	1.5246874275739903	1.5249035945546892
1kveFH_D	1996-10-04	x-ray diffraction	1.8	1.5297928406880672	1.5300075680136573
3b4yFH_B	2007-10-25	x-ray diffraction	1.95	1.5315481796070134	1.531594718221609
2y44FH_A	2011-01-04	x-ray diffraction	1.65	1.5283637920229056	1.528891031622519
2ic7FH_B	2006-09-12	x-ray diffraction	1.78	1.5275726672026873	1.5270128537003638
2j8bFH_A	2006-10-24	x-ray diffraction	1.15	1.523515961292218	1.5243561035640272
3njdFH_B	2010-06-17	x-ray diffraction	1.75	1.5279641625392275	1.5281551365415593
3ixqFH_D	2009-09-04	x-ray diffraction	1.78	1.5273434394674228	1.5275034655908835
3ekoFH_B	2008-09-19	x-ray diffraction	1.55	1.5239530406327846	1.5246005291764095
3m3mFH_A	2010-03-09	x-ray diffraction	1.75	1.5306571000649205	1.5290377764838736
3k0zFH_A	2009-09-25	x-ray diffraction	1.91	1.52599522620677	1.5259397912362962
3qryFH_A	2011-02-18	x-ray diffraction	1.75	1.527445859207722	1.5273480044528491
3n9bFH_B	2010-05-28	x-ray diffraction	1.92	1.524275070979834	1.5245920947575535
3f8mFH_B	2008-11-12	x-ray diffraction	1.8	1.5264754441297208	1.5272797338517419
2izrFH_A	2006-07-26	x-ray diffraction	1.3	1.527133102743426	1.5276973193051986
2r11FH_A	2007-08-21	x-ray diffraction	1.96	1.5273722202878028	1.5267966772969315
1nykFH_B	2003-02-12	x-ray diffraction	1.31	1.5200059587834802	1.5216004947971808
2ekpFH_A	2007-03-23	x-ray diffraction	1.15	1.5245833686468229	1.5256960365174241
1w9pFH_A	2004-10-15	x-ray diffraction	1.7	1.5247158636441185	1.52504917755538
1g5aFH_A	2000-10-31	x-ray diffraction	1.4	1.5257795211224943	1.526017298336368
1vk8FH_B	2004-05-05	x-ray diffraction	1.8	1.5235492131306585	1.5218432466992997
3d0fFH_A	2008-05-01	x-ray diffraction	1.64	1.5246710444295748	1.5261584188582402
3i2zFH_A	2009-06-30	x-ray diffraction	1.1	1.5218971027600012	1.5227380776160173
2hpgFH_B	2006-07-17	x-ray diffraction	1.9	1.526316438226607	1.5265293771410242
3jq0FH_A	2009-09-04	x-ray diffraction	1.13	1.524495458216959	1.525350702495017
1gy7FH_C	2002-04-21	x-ray diffraction	1.6	1.5238730153819515	1.524060452136185
3k11FH_A	2009-09-25	x-ray diffraction	1.8	1.5238291248847304	1.5234651587234465
1gqlFH_B	2001-11-26	x-ray diffraction	1.67	1.524389637826846	1.523976631945692
2bkrFH_A	2005-02-18	x-ray diffraction	1.9	nan	1.5265195952318116
2wa7FH_A	2009-02-03	x-ray diffraction	1.85	1.5312466948769563	1.5313853879854493
3pzsFH_B	2010-12-14	x-ray diffraction	1.89	1.5299839234783006	1.5292674386351306
1xe7FH_C	2004-09-09	x-ray diffraction	1.75	1.5235346311680042	1.5236860172899833
3idaFH_A	2009-07-20	x-ray diffraction	1.6	1.5369500912896783	1.5372708301139797
1ylmFH_B	2005-01-19	x-ray diffraction	1.83	1.5283394471317464	1.5280176921895705
2z3gFH_D	2007-06-04	x-ray diffraction	1.5	1.5258667307092009	1.5264604752700897
2v0pFH_A	2007-05-15	x-ray diffraction	1.8	1.5319192799496446	1.5317194164706875
1l6wFH_B	2002-03-14	x-ray diffraction	1.93	1.525376001069579	1.5260177529545533
2z2xFH_A	2007-05-29	x-ray diffraction	1.7	1.5226139868145219	1.5228709663940225
3fpwFH_A	2009-01-06	x-ray diffraction	1.6	1.5232566652122053	1.5231375487336132
3htwFH_A	2009-06-12	x-ray diffraction	1.9	1.5267074569259067	1.526706327435067
3gruFH_A	2009-03-26	x-ray diffraction	1.6	1.5270947305049811	1.5273445242170731
3c7tFH_A	2008-02-08	x-ray diffraction	1.76	1.5283379964522477	1.528398806226442
2h1tFH_B	2006-05-16	x-ray diffraction	1.8	1.524777413048723	1.525184226333342
2c5qFH_E	2005-10-31	x-ray diffraction	1.7	nan	1.5225223830811863
1f08FH_B	2000-05-15	x-ray diffraction	1.9	1.531840888082181	1.532338880863543
3lvuFH_D	2010-02-22	x-ray diffraction	1.79	1.5267792161180351	1.5265890495776526
1yn9FH_A	2005-01-24	x-ray diffraction	1.5	1.5249207327081218	1.526352097787302
1cqmFH_B	1999-08-08	x-ray diffraction	1.65	1.5234282483203834	1.523856345500731
1ocyFH_A	2003-02-11	x-ray diffraction	1.5	1.5249380365577614	1.5259644217230537
1stmFH_B	1995-07-12	x-ray diffraction	1.9	1.524072988361632	1.5240054192869135
2ptzFH_A	2007-05-08	x-ray diffraction	1.65	1.5277318612268413	1.52840122971203
3n0qFH_A	2010-05-14	x-ray diffraction	1.8	1.5288494813854752	1.5280041042110357
3le3FH_A	2010-01-14	x-ray diffraction	1.86	1.5321286562190202	1.5324399950786998
3hc1FH_A	2009-05-05	x-ray diffraction	1.9	1.529186357433951	1.529802787352272
2c1vFH_B	2005-09-21	x-ray diffraction	1.2	1.5231799913851285	1.5242049722459587
3bkbFH_A	2007-12-06	x-ray diffraction	1.78	1.5283013435340003	1.5283858524436271
2wfzFH_A	2009-04-15	x-ray diffraction	1.95	1.528220641334648	1.5281274073675744
2nuwFH_A	2006-11-10	x-ray diffraction	1.8	1.5247962177341683	1.5256901378619796
3ot9FH_B	2010-09-10	x-ray diffraction	1.75	1.5273205485212922	1.5280157026563101
1fobFH_A	2000-08-27	x-ray diffraction	1.8	1.5247978468007233	1.524834420469881
2asdFH_A	2005-08-23	x-ray diffraction	1.95	1.5270294194456162	1.527505799008254
2hqhFH_C	2006-07-18	x-ray diffraction	1.8	1.5209399382647562	1.5204960977794735
2egvFH_A	2007-03-02	x-ray diffraction	1.45	1.5238642724492886	1.5241473834111536
2cwiFH_B	2005-06-20	x-ray diffraction	1.94	1.5256476101946617	1.5264356820670228
2iq7FH_A	2006-10-13	x-ray diffraction	1.94	1.524693296900824	1.524808435879464
1yqwFH_Q	2005-02-02	x-ray diffraction	1.83	1.5268693229562782	1.526761633477375
2h26FH_A	2006-05-18	x-ray diffraction	1.8	1.5240575546430837	1.5232779001633847
3pfeFH_A	2010-10-28	x-ray diffraction	1.5	1.5245580304590294	1.5251342412123599
3b9tFH_A	2007-11-06	x-ray diffraction	1.58	1.5243988151471344	1.5236442237354222
3pjyFH_B	2010-11-10	x-ray diffraction	1.55	1.5226656731183754	1.5204493792981308
3cwrFH_B	2008-04-22	x-ray diffraction	1.5	1.5216700228769713	1.5227684720298684
1fxoFH_G	2000-09-26	x-ray diffraction	1.66	1.5213988990539231	1.5214288442529156
3hkwFH_A	2009-05-26	x-ray diffraction	1.55	1.5245715662133272	1.5247338210556658
1wj9FH_A	2004-05-29	x-ray diffraction	1.9	1.524752325220675	1.5254261441756798
1goiFH_B	2001-10-21	x-ray diffraction	1.45	1.520952568373839	1.521036517432123
3aq2FH_B	2010-10-25	x-ray diffraction	1.65	1.525778202471392	1.5254534128082637
3mstFH_A	2010-04-29	x-ray diffraction	1.35	1.5247061528146095	1.5252867344702372
3iuoFH_B	2009-08-31	x-ray diffraction	1.6	1.528413807238981	1.5280462224508258
1go3FH_N	2001-10-17	x-ray diffraction	1.75	1.5249986099847979	1.5252794533918659
2fukFH_A	2006-01-27	x-ray diffraction	1.6	1.5248564177822574	1.525165945697013
3hisFH_A	2009-05-20	x-ray diffraction	1.49	1.5244556771688709	1.5244596668789587
2cx7FH_A	2005-06-28	x-ray diffraction	1.75	1.5241620559522608	1.5246217249814875
1isuFH_A	1992-09-09	x-ray diffraction	1.5	1.5297886595802015	1.5320737912715572
1tqhFH_A	2004-06-17	x-ray diffraction	1.63	1.5230027064794438	1.5228609015086936
2grcFH_A	2006-04-24	x-ray diffraction	1.5	1.526698220710384	1.52583434106985
3cu9FH_A	2008-04-16	x-ray diffraction	1.06	1.5208415208294508	1.5207476784806981
3khiFH_A	2009-10-30	x-ray diffraction	1.95	1.5300602439534883	1.5299432668577526
3ipiFH_A	2009-08-17	x-ray diffraction	1.9	1.5258523653478595	1.5261678578169544
1qmvFH_H	1999-10-07	x-ray diffraction	1.7	1.524778687453227	1.5248205797465195
3lnyFH_A	2010-02-03	x-ray diffraction	1.3	1.5198363218088549	1.5208319677573752
3nszFH_A	2010-07-02	x-ray diffraction	1.3	1.5229331331583367	1.5236498232405513
1bxyFH_A	1998-10-09	x-ray diffraction	1.9	1.5207303165451695	1.5227607102454117
3f47FH_A	2008-10-31	x-ray diffraction	1.75	1.53103466745488	1.5305297585412658
1k92FH_A	2001-10-26	x-ray diffraction	1.6	1.5252014368981888	1.5252550287701907
2e42FH_A	2006-12-01	x-ray diffraction	1.8	1.5261421628185143	1.526736485997392
2xtsFH_A	2010-10-12	x-ray diffraction	1.33	1.5220086212765611	1.522395635192251
2e9yFH_B	2007-01-29	x-ray diffraction	1.8	1.5250908852707548	1.5253865154236181
3ejgFH_A	2008-09-18	x-ray diffraction	1.78	1.5286177135568295	1.5290385049751214
2x8sFH_A	2010-03-11	x-ray diffraction	1.5	1.5222898401709055	1.5227508964355512
2fzpFH_A	2006-02-10	x-ray diffraction	1.87	1.528868033660099	1.5297252719292498
1fqtFH_B	2000-09-06	x-ray diffraction	1.6	1.5231100514492038	1.5238337340382981
2dyjFH_B	2006-09-14	x-ray diffraction	1.84	1.5260220462878638	1.525734638877689
2wi8FH_A	2009-05-08	x-ray diffraction	1.55	1.5227928486216438	1.5232759138081617
1r26FH_A	2003-09-26	x-ray diffraction	1.4	1.5228960628131676	1.5227764838771694
3l52FH_A	2009-12-21	x-ray diffraction	1.35	1.5251507083130271	1.5256877851265152
1b37FH_B	1998-12-17	x-ray diffraction	1.9	1.5232466277897712	1.523899086839342
3id1FH_A	2009-07-20	x-ray diffraction	1.67	1.5229772319808308	1.524097682190761
2jjuFH_B	2008-04-22	x-ray diffraction	1.19	1.5203735740538953	1.5208195910919948
1uyxFH_A	2004-03-03	x-ray diffraction	1.47	1.5225263940569893	1.5220731244537071
3lzkFH_C	2010-03-01	x-ray diffraction	1.9	1.5256165015116299	1.525473821935227
2oj6FH_C	2007-01-12	x-ray diffraction	1.85	1.5284378277957487	1.5285715012176506
2oxgFH_Y	2007-02-20	x-ray diffraction	1.4	1.5217515474410823	1.5213560739565086
1t7qFH_B	2004-05-10	x-ray diffraction	1.8	1.5249923507850331	1.5252864129613535
1wurFH_B	2004-12-08	x-ray diffraction	1.82	1.5250482066754174	1.5259443412671203
3goeFH_A	2009-03-19	x-ray diffraction	0.97	1.5215473317215569	1.5223031988250808
3md7FH_A	2010-03-30	x-ray diffraction	1.27	1.522825473109223	1.5220069452682374
2hlsFH_A	2006-07-10	x-ray diffraction	1.93	1.5226681127113122	1.5234870332591939
1dqgFH_A	2000-01-04	x-ray diffraction	1.7	1.5246187625686796	1.524537607332002
2okqFH_A	2007-01-17	x-ray diffraction	1.8	1.525369870732052	1.5248760350858575
